_id,RSN,YEAR_REGISTERED,YEAR_EVALUATED,YEAR_BUILT,PROPERTY_TYPE,WARD,WARDNAME,SITE_ADDRESS,CONFIRMED_STOREYS,CONFIRMED_UNITS,EVALUATION_COMPLETED_ON,SCORE,RESULTS_OF_SCORE,NO_OF_AREAS_EVALUATED,ENTRANCE_LOBBY,ENTRANCE_DOORS_WINDOWS,SECURITY,STAIRWELLS,LAUNDRY_ROOMS,INTERNAL_GUARDS_HANDRAILS,GARBAGE_CHUTE_ROOMS,GARBAGE_BIN_STORAGE_AREA,ELEVATORS,STORAGE_AREAS_LOCKERS,INTERIOR_WALL_CEILING_FLOOR,INTERIOR_LIGHTING_LEVELS,GRAFFITI,EXTERIOR_CLADDING,EXTERIOR_GROUNDS,EXTERIOR_WALKWAYS,BALCONY_GUARDS,WATER_PEN_EXT_BLDG_ELEMENTS,PARKING_AREA,OTHER_FACILITIES,GRID,LATITUDE,LONGITUDE,X,Y
4175498,4155353,2017,2018,1994,TCHC,02,Etobicoke Centre,1025 SCARLETT RD,11,128,2018-12-31,63,Evaluation needs to be conducted in 1 year,18,3,3,3,2,3,4,3,4,5,N/A,3,3,3,3,4,3,N/A,2,3,3,W0224,43.7006762308,-79.5253118023,302744.324,4839858.199
4175499,4155667,2017,2018,1971,TCHC,02,Etobicoke Centre,49 SCARLETTWOOD CRT,4,14,2018-12-31,58,Evaluation needs to be conducted in 1 year,16,2,3,2,3,3,2,N/A,3,N/A,N/A,3,5,3,3,3,2,3,4,2,N/A,W0224,43.693720176,-79.516153969,303485.161,4839089.472
4175500,4155618,2017,2018,1972,TCHC,07,Humber River-Black Creek,15 TOBERMORY DR,24,374,2018-12-31,63,Evaluation needs to be conducted in 1 year,18,2,3,3,2,3,3,3,3,3,N/A,3,5,3,3,4,4,4,3,3,N/A,W0725,43.760168119,-79.507896791,304069.821,4846499.065
4175501,4155617,2017,2018,1971,TCHC,07,Humber River-Black Creek,2999 JANE ST,15,188,2018-12-31,71,Evaluation needs to be conducted in 2 years,19,3,3,4,2,4,4,4,4,3,3,4,4,3,4,3,4,4,3,4,N/A,W0730,43.7543465007,-79.5161715175,303482.324,4845820.354
4175502,4153013,2017,2018,1973,PRIVATE,04,Parkdale-High Park,146 DOWLING AVE,7,68,2018-12-28,67,Evaluation needs to be conducted in 2 years,18,3,4,4,4,3,4,N/A,3,3,3,4,2,5,3,4,3,3,3,2,N/A,S0436,43.6375473099,-79.4394028974,309673.714,4832846.159
4175503,4155517,2017,2018,1980,TCHC,03,Etobicoke-Lakeshore,2835 LAKE SHORE BLVD W,9,148,2018-12-28,74,Evaluation needs to be conducted in 2 years,18,3,3,4,4,4,4,4,3,3,N/A,4,4,4,3,4,4,4,4,4,N/A,W0335,43.6013719933,-79.501536643,304660.286,4828825.602
4175504,4153195,2017,2018,1913,PRIVATE,11,University-Rosedale,399 DUPONT ST,3,20,2018-12-28,75,Evaluation needs to be conducted in 2 years,15,3,4,5,3,4,4,N/A,4,N/A,N/A,4,5,5,3,3,3,N/A,3,3,N/A,S1126,43.6733838455,-79.4122210568,311862.661,4836829.316
4175505,4152674,2017,2018,1963,PRIVATE,20,Scarborough Southwest,739 BIRCHMOUNT RD,9,124,2018-12-28,81,Evaluation needs to be conducted in 2 years,18,4,4,4,4,4,4,4,4,4,N/A,4,4,5,4,4,4,4,4,4,N/A,E2023,43.724969646,-79.2748142214,322927.156,4842581.071
4175506,4152675,2017,2018,1960,PRIVATE,20,Scarborough Southwest,821 BIRCHMOUNT RD,6,53,2018-12-28,78,Evaluation needs to be conducted in 2 years,17,4,4,4,4,4,4,N/A,4,4,N/A,3,4,4,4,4,4,4,4,3,N/A,E2023,43.7287302268,-79.2769823529,322751.357,4842998.379
4175507,4152676,2017,2018,1961,PRIVATE,20,Scarborough Southwest,829 BIRCHMOUNT RD,6,65,2018-12-28,79,Evaluation needs to be conducted in 2 years,17,4,4,4,4,4,4,N/A,4,4,N/A,4,4,4,4,4,4,4,4,3,N/A,E2023,43.7290106156,-79.2769309728,322755.413,4843029.54
4175508,4155261,2017,2018,1954,PRIVATE,03,Etobicoke-Lakeshore,5 CROWN HILL PL,4,37,2018-12-28,60,Evaluation needs to be conducted in 1 year,17,3,3,3,3,3,3,N/A,4,N/A,3,3,4,3,3,3,3,2,2,3,N/A,W0327,43.6380418956,-79.4902414702,305571.7,4832899.478
4175509,4155299,2017,2018,1968,PRIVATE,03,Etobicoke-Lakeshore,4875 DUNDAS ST W,10,56,2018-12-28,65,Evaluation needs to be conducted in 1 year,19,4,3,4,4,4,3,3,3,3,3,3,2,5,3,3,3,4,3,2,N/A,W0321,43.6495469253,-79.5275324793,302563.23,4834178.034
4175510,4261715,2017,2018,1945,PRIVATE,18,Willowdale,6 OAKBURN CRES,3,11,2018-12-28,89,Evaluation needs to be conducted in 3 years,16,5,5,5,5,4,5,N/A,5,N/A,4,5,4,5,4,5,4,N/A,3,3,N/A,N1828,43.75869476,-79.404771805,312452.329,4846308.568
4175511,4261717,2017,2018,1945,PRIVATE,18,Willowdale,10 OAKBURN CRES,3,11,2018-12-28,91,Evaluation needs to be conducted in 3 years,16,5,5,5,5,4,5,N/A,5,N/A,4,5,5,5,4,4,4,N/A,4,4,N/A,N1828,43.758838149,-79.404040398,312530.397,4846334.063
4175512,4152818,2017,2018,1962,PRIVATE,24,Scarborough-Guildwood,45 GREENCREST CRCT,6,100,2018-12-28,78,Evaluation needs to be conducted in 2 years,18,4,4,5,4,3,3,4,4,3,N/A,4,4,5,4,4,4,4,4,3,N/A,E2430,43.7587421,-79.2223171477,327144.177,4846345.796
4175513,4155531,2017,2018,1993,TCHC,03,Etobicoke-Lakeshore,250 TWELFTH ST,14,178,2018-12-28,83,Evaluation needs to be conducted in 2 years,18,4,4,4,4,4,5,5,4,5,N/A,4,4,5,3,4,4,4,4,4,N/A,W0335,43.6006696381,-79.5115220432,303854.172,4828747.612
4175514,4152883,2017,2018,1974,PRIVATE,23,Scarborough North,360 PITFIELD RD,18,246,2018-12-28,70,Evaluation needs to be conducted in 2 years,18,4,3,3,4,4,4,3,2,4,N/A,3,4,5,3,3,4,3,3,4,N/A,E2331,43.7880273326,-79.258614594,324212.061,4849590.142
4175515,4153171,2017,2018,1904,PRIVATE,11,University-Rosedale,456 PALMERSTON BLVD,4,32,2018-12-28,68,Evaluation needs to be conducted in 2 years,16,3,2,5,4,4,3,N/A,3,N/A,N/A,4,4,5,2,3,2,4,3,3,N/A,S1133,43.6610899926,-79.4126760562,311827.434,4835463.525
4175516,4154450,2019,2018,1958,PRIVATE,06,York Centre,2 DORADO CRT,4,87,2018-12-28,43,Building Audit,16,3,2,3,2,1,2,N/A,2,2,N/A,2,2,5,2,2,1,N/A,1,2,N/A,N0627,43.7384416423,-79.4861508679,305900.09,4844053.338
4175517,4250641,2018,2018,1949,PRIVATE,14,Toronto-Danforth,338-342 DONLANDS AVE,3,36,2018-12-28,80,Evaluation needs to be conducted in 2 years,14,4,5,5,5,4,4,N/A,2,N/A,N/A,5,3,5,4,3,3,N/A,4,N/A,N/A,S1422,,,317463.051,4839006.188
4175518,4155262,2017,2018,1954,PRIVATE,03,Etobicoke-Lakeshore,6 CROWN HILL PL,4,37,2018-12-28,59,Evaluation needs to be conducted in 1 year,17,3,3,3,3,3,3,N/A,4,N/A,4,3,4,2,3,3,3,1,2,3,N/A,W0327,43.6385102158,-79.4902204233,305573.399,4832951.506
4175519,4153185,2017,2018,1960,PRIVATE,11,University-Rosedale,375 BRUNSWICK AVE,9,63,2018-12-28,63,Evaluation needs to be conducted in 1 year,18,3,3,5,3,3,3,N/A,3,3,2,3,4,3,4,3,3,3,3,3,N/A,S1126,43.6684734257,-79.4081015431,312195.426,4836284.144
4175520,4155911,2017,2018,1971,PRIVATE,01,Etobicoke North,22 WILLOWRIDGE RD,16,132,2018-12-28,68,Evaluation needs to be conducted in 2 years,17,4,4,4,2,5,3,2,3,3,N/A,2,3,5,4,2,4,N/A,4,4,N/A,W0137,43.674963269,-79.5693913161,299189.134,4837003.506
4175521,4152686,2017,2018,1960,PRIVATE,20,Scarborough Southwest,2293 EGLINTON AVE E,7,118,2018-12-28,81,Evaluation needs to be conducted in 2 years,18,4,4,4,4,4,4,4,4,4,N/A,4,4,5,4,4,4,4,4,4,N/A,E2023,43.7306169901,-79.271727231,323174.166,4843209.151
4175522,4152679,2017,2018,1971,PRIVATE,20,Scarborough Southwest,2225 EGLINTON AVE E,6,94,2018-12-28,81,Evaluation needs to be conducted in 2 years,18,4,4,4,4,4,4,4,4,4,N/A,4,4,5,4,4,4,4,3,5,N/A,E2023,43.729677828,-79.276229104,322811.499,4843104.772
4175523,4152681,2017,2018,1958,PRIVATE,20,Scarborough Southwest,2233 EGLINTON AVE E,6,110,2018-12-28,80,Evaluation needs to be conducted in 2 years,17,4,4,4,4,4,4,N/A,4,4,N/A,4,4,5,4,4,4,4,3,4,N/A,E2023,43.729840133,-79.274983998,322911.762,4843123.078
4175524,4155303,2017,2018,1973,PRIVATE,03,Etobicoke-Lakeshore,24 MABELLE AVE,36,540,2018-12-28,63,Evaluation needs to be conducted in 1 year,20,4,4,4,2,4,3,3,4,4,3,3,3,2,3,3,3,4,3,2,2,W0321,43.6465857177,-79.5271471882,302594.209,4833849.039
4175525,4316599,2018,2018,1951,PRIVATE,19,Beaches-East York,993 O'CONNOR DR,3,12,2018-12-28,80,Evaluation needs to be conducted in 2 years,15,4,4,4,4,4,4,N/A,4,N/A,N/A,4,4,5,4,4,4,N/A,4,3,N/A,S1924,43.7089625626,-79.3097891975,320113.443,4840795.809
4175526,4154064,2017,2018,1950,PRIVATE,19,Beaches-East York,1001 O'CONNOR DR,4,83,2018-12-28,75,Evaluation needs to be conducted in 2 years,17,4,3,4,4,3,3,N/A,3,N/A,3,4,3,5,4,4,4,5,4,4,N/A,S1924,43.7097238899,-79.3091926592,320161.322,4840880.499
4175527,4156337,2017,2018,1970,PRIVATE,06,York Centre,190 EXBURY RD,19,154,2018-12-28,83,Evaluation needs to be conducted in 2 years,18,4,4,5,4,3,4,5,4,4,N/A,5,5,5,3,4,5,4,4,3,N/A,N0627,43.729239154,-79.509192255,304054.473,4843029.277
4175528,4273164,2017,2018,1960,PRIVATE,14,Toronto-Danforth,133 GAMBLE AVE,4,27,2018-12-28,78,Evaluation needs to be conducted in 2 years,17,4,4,4,3,4,4,N/A,4,N/A,4,5,3,5,3,3,4,5,3,4,N/A,S1422,43.690334748,-79.347960768,317040.769,4838720.926
4175529,4250630,2018,2018,1950,PRIVATE,14,Toronto-Danforth,260 GAMBLE AVE,3,24,2018-12-28,81,Evaluation needs to be conducted in 2 years,16,4,4,5,4,4,4,N/A,4,N/A,N/A,5,5,5,3,3,4,5,3,3,N/A,S1422,43.691914578,-79.342942945,317444.932,4838897.169
4175530,4156306,2017,2018,1952,PRIVATE,20,Scarborough Southwest,3222 ST CLAIR AVE E,3,16,2018-12-28,72,Evaluation needs to be conducted in 2 years,15,4,4,4,3,2,3,N/A,4,N/A,N/A,4,3,5,3,4,4,N/A,3,4,N/A,E2021,43.710464421,-79.289768607,321729.233,4840952.568
4175531,4152860,2017,2018,1977,PRIVATE,22,Scarborough-Agincourt,20 STONEHILL CRT,13,153,2018-12-28,81,Evaluation needs to be conducted in 2 years,18,4,5,5,4,3,4,3,3,5,N/A,4,3,5,4,5,4,4,5,3,N/A,E2226,43.7959618631,-79.3147046688,319695.816,4850460.119
4175532,4154181,2018,2018,1953,PRIVATE,15,Don Valley West,1295 BAYVIEW AVE,4,19,2018-12-28,85,Evaluation needs to be conducted in 2 years,16,4,4,5,5,4,4,N/A,4,N/A,4,5,5,5,4,4,4,N/A,4,3,N/A,N1535,43.6978411603,-79.3717629159,315120.979,4839550.775
4175533,4154182,2018,2018,1953,PRIVATE,15,Don Valley West,1299 BAYVIEW AVE,4,19,2018-12-28,84,Evaluation needs to be conducted in 2 years,16,4,4,5,5,4,4,N/A,4,N/A,4,5,5,5,3,4,4,N/A,4,3,N/A,N1535,43.6980343959,-79.3718344399,315115.179,4839572.236
4175534,4155410,2017,2018,1962,PRIVATE,02,Etobicoke Centre,416 THE WESTWAY,9,103,2018-12-28,68,Evaluation needs to be conducted in 2 years,19,3,4,5,3,3,4,3,3,4,4,3,3,5,2,3,4,3,4,2,N/A,W0221,43.6840527547,-79.565694704,299487.999,4838013.037
4175535,4153463,2019,2018,1900,PRIVATE,11,University-Rosedale,378 MARKHAM ST,4,17,2018-12-28,46,Building Audit,16,1,2,3,2,2,2,N/A,3,N/A,N/A,2,2,5,2,2,2,2,2,3,N/A,S1133,43.6584478213,-79.4103098841,312018.591,4835170.181
4175536,4153026,2017,2018,1917,PRIVATE,04,Parkdale-High Park,189 DOWLING AVE,4,10,2018-12-28,66,Evaluation needs to be conducted in 2 years,13,3,3,4,3,N/A,3,N/A,3,N/A,N/A,4,3,5,3,3,2,N/A,4,N/A,N/A,S0436,43.6396109365,-79.4394716965,309667.989,4833097.526
4175537,4153014,2017,2018,1930,PRIVATE,04,Parkdale-High Park,122 DOWLING AVE,5,27,2018-12-27,76,Evaluation needs to be conducted in 2 years,14,4,3,4,4,4,3,N/A,4,N/A,N/A,4,3,5,4,4,3,N/A,4,N/A,N/A,S0436,43.6367650301,-79.4389483513,309710.453,4832759.28
4175538,4154409,2018,2018,1967,PRIVATE,06,York Centre,5 AGATE RD,11,118,2018-12-27,71,Evaluation needs to be conducted in 2 years,18,4,4,4,4,3,4,2,3,4,N/A,4,3,4,4,4,4,5,2,2,N/A,N0627,43.7272498456,-79.4852956,305969.165,4842810.005
4175539,4155409,2017,2018,1968,PRIVATE,01,Etobicoke North,20 REDGRAVE DR,16,178,2018-12-27,81,Evaluation needs to be conducted in 2 years,19,4,5,5,4,5,5,4,3,4,4,3,5,3,3,4,4,4,4,4,N/A,W0137,43.6836537858,-79.5686665938,299248.36,4837968.911
4175540,4153035,2017,2018,1910,SOCIAL HOUSING,04,Parkdale-High Park,1387 QUEEN ST W,4,23,2018-12-27,80,Evaluation needs to be conducted in 2 years,15,4,4,4,4,4,3,N/A,4,N/A,N/A,4,4,5,4,4,4,N/A,4,N/A,4,S0436,43.640425518,-79.436224414,309929.667,4833167.036
4175541,4152666,2020,2018,1958,PRIVATE,20,Scarborough Southwest,115 FOXRIDGE DR,3,10,2018-12-27,65,Evaluation needs to be conducted in 1 year,15,3,3,3,3,3,4,N/A,3,N/A,N/A,3,4,5,3,3,3,N/A,3,3,N/A,E2023,43.7234871181,-79.2660288594,323635.43,4842418.318
4175542,4152666,2020,2018,1958,PRIVATE,20,Scarborough Southwest,115 FOXRIDGE DR,3,10,2018-12-27,65,Evaluation needs to be conducted in 1 year,15,4,3,4,3,3,4,N/A,3,N/A,N/A,2,4,5,3,3,3,N/A,3,2,N/A,E2023,43.7234871181,-79.2660288594,323635.43,4842418.318
4175543,4154456,2017,2018,1965,PRIVATE,06,York Centre,3390 KEELE ST,11,258,2018-12-27,76,Evaluation needs to be conducted in 2 years,18,4,4,4,3,5,4,5,4,5,N/A,4,5,4,3,3,3,4,2,2,N/A,N0625,43.746940764,-79.488468802,305713.023,4844998.472
4175544,4261712,2017,2018,1945,PRIVATE,18,Willowdale,2 OAKBURN CRES,3,11,2018-12-27,89,Evaluation needs to be conducted in 3 years,15,5,5,5,5,4,5,N/A,5,N/A,N/A,5,3,5,4,4,4,N/A,4,4,N/A,N1828,43.758631647,-79.405405385,312377.294,4846310.018
4175545,4261713,2017,2018,1945,PRIVATE,18,Willowdale,4 OAKBURN CRES,3,11,2018-12-27,89,Evaluation needs to be conducted in 3 years,16,5,5,5,5,4,5,N/A,5,N/A,4,5,4,5,4,3,4,N/A,4,4,N/A,N1828,43.758599533,-79.405110246,312421.145,4846296.211
4175546,4155406,2017,2018,1972,PRIVATE,02,Etobicoke Centre,675 MARTIN GROVE RD,11,126,2018-12-27,66,Evaluation needs to be conducted in 2 years,19,3,2,5,2,5,3,3,3,2,3,3,4,5,3,4,5,4,3,1,N/A,W0221,43.6811825432,-79.5647387346,299564.824,4837694.119
4175547,4153178,2017,2018,1919,PRIVATE,11,University-Rosedale,334 BLOOR ST W,3,24,2018-12-27,63,Evaluation needs to be conducted in 1 year,16,3,3,5,3,3,3,N/A,3,N/A,3,3,3,5,2,3,3,N/A,2,3,N/A,S1126,43.6668390797,-79.404253282,312505.959,4836102.924
4175548,4221312,2017,2018,1970,PRIVATE,11,University-Rosedale,360 BLOOR ST W,16,170,2018-12-27,72,Evaluation needs to be conducted in 2 years,20,5,4,5,2,4,3,4,3,3,3,4,3,5,3,3,3,3,3,4,5,S1126,43.6667874217,-79.4051232115,312435.811,4836097.104
4175549,4155794,2017,2018,1940,PRIVATE,15,Don Valley West,1215 BAYVIEW AVE,4,38,2018-12-27,92,Evaluation needs to be conducted in 3 years,18,5,5,5,5,3,4,N/A,5,5,5,5,5,5,3,5,5,N/A,5,3,5,N1535,43.6972709992,-79.3716069474,315133.654,4839487.445
4175550,4244530,2017,2018,1962,PRIVATE,16,Don Valley East,35 ST DENNIS DR,10,331,2018-12-27,73,Evaluation needs to be conducted in 2 years,17,5,3,4,4,4,4,3,3,5,N/A,3,5,3,3,4,3,N/A,4,2,N/A,N1630,43.718686691,-79.329087808,318555.705,4841873.706
4175551,4154097,2017,2018,1968,PRIVATE,14,Toronto-Danforth,210 COSBURN AVE,4,33,2018-12-27,61,Evaluation needs to be conducted in 1 year,17,3,3,4,3,3,3,N/A,3,N/A,3,3,3,3,3,2,3,4,3,3,N/A,S1422,43.690536061,-79.344338641,317332.707,4838743.814
4175552,4153548,2017,2018,1973,PRIVATE,13,Toronto Centre,77 HUNTLEY ST,29,561,2018-12-21,81,Evaluation needs to be conducted in 2 years,19,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,N/A,4,S1322,43.671614503,-79.378728034,314563.492,4836637.12
4175553,4156740,2017,2018,1967,PRIVATE,16,Don Valley East,10 ST DENNIS DR,9,325,2018-12-21,82,Evaluation needs to be conducted in 2 years,18,4,4,5,5,5,5,3,3,4,N/A,5,4,4,4,4,3,4,4,4,N/A,N1630,43.717205556,-79.336050418,317994.986,4841707.994
4175554,4155401,2017,2018,1969,PRIVATE,02,Etobicoke Centre,535 THE EAST MALL,7,90,2018-12-21,74,Evaluation needs to be conducted in 2 years,18,4,3,4,3,4,3,N/A,4,3,4,4,4,5,4,3,4,4,4,3,N/A,W0232,43.6517984976,-79.5625281219,299740.547,4834429.513
4175555,4155399,2017,2018,1960,PRIVATE,02,Etobicoke Centre,530 THE EAST MALL,7,110,2018-12-21,75,Evaluation needs to be conducted in 2 years,19,4,4,5,3,3,4,N/A,4,4,3,3,4,5,4,4,4,4,3,3,3,W0232,43.6515343757,-79.563209379,299685.571,4834400.211
4175556,4154106,2017,2018,1950,PRIVATE,14,Toronto-Danforth,325 SAMMON AVE,3,26,2018-12-21,81,Evaluation needs to be conducted in 2 years,15,4,4,5,5,4,4,N/A,4,N/A,N/A,5,3,4,3,4,4,N/A,4,4,N/A,S1426,43.6866220791,-79.3348314458,318100.224,4838309.488
4175557,4154769,2017,2018,1966,PRIVATE,16,Don Valley East,200 GATEWAY BLVD,17,284,2018-12-21,76,Evaluation needs to be conducted in 2 years,19,4,4,5,2,4,3,5,4,4,N/A,3,4,3,4,4,4,3,4,4,4,N1630,43.7151786936,-79.3352789539,318057.864,4841481.992
4175558,4155913,2017,2018,1970,TCHC,05,York South-Weston,40 FALSTAFF AVE,19,224,2018-12-21,68,Evaluation needs to be conducted in 2 years,19,3,3,4,3,5,3,2,4,4,3,4,5,4,2,3,3,3,3,4,N/A,W0522,43.7164444337,-79.504365644,304432.719,4841609.528
4175559,4153964,2017,2018,1941,TCHC,08,Eglinton-Lawrence,840 EGLINTON AVE W,4,40,2018-12-21,60,Evaluation needs to be conducted in 1 year,19,3,3,3,3,3,4,3,3,3,2,3,3,4,3,2,3,3,3,3,N/A,N0832,43.7014864975,-79.4251602874,310816.559,4839950.457
4175560,4153963,2017,2018,1941,TCHC,08,Eglinton-Lawrence,800 EGLINTON AVE W,4,36,2018-12-21,64,Evaluation needs to be conducted in 1 year,19,4,3,3,4,3,4,3,3,3,3,3,3,4,3,3,3,3,3,3,N/A,N0832,43.7014745383,-79.4245394908,310866.596,4839949.174
4175561,4153962,2017,2018,1941,TCHC,08,Eglinton-Lawrence,790 EGLINTON AVE W,4,57,2018-12-21,61,Evaluation needs to be conducted in 1 year,19,3,3,4,3,3,4,3,3,2,3,3,3,4,3,2,3,3,3,3,N/A,N0832,43.7016899071,-79.4236478607,310938.438,4839973.167
4175562,4154116,2017,2018,1968,PRIVATE,14,Toronto-Danforth,130 GOWAN AVE,12,160,2018-12-21,67,Evaluation needs to be conducted in 2 years,19,4,3,5,3,4,4,2,4,3,3,4,3,4,3,3,3,3,3,3,N/A,S1421,43.6884286813,-79.3499828306,316878.417,4838507.925
4175563,4155624,2017,2018,1955,TCHC,05,York South-Weston,1622 LAWRENCE AVE W,3,20,2018-12-21,68,Evaluation needs to be conducted in 2 years,17,2,2,3,3,3,5,N/A,4,N/A,5,4,4,4,3,2,2,4,4,4,N/A,W0526,43.706344038,-79.4898898343,305599.298,4840487.469
4175564,4156232,2017,2018,1969,TCHC,05,York South-Weston,101 HUMBER BLVD,14,246,2018-12-21,64,Evaluation needs to be conducted in 1 year,19,3,3,3,3,4,3,3,3,4,N/A,3,3,3,3,3,4,4,3,3,3,W0539,43.679793971,-79.482015693,306234.164,4837538.915
4175565,4153526,2017,2018,1960,PRIVATE,13,Toronto Centre,10 HUNTLEY ST,20,116,2018-12-21,80,Evaluation needs to be conducted in 2 years,20,4,4,4,4,4,4,4,4,4,4,4,3,5,4,4,4,4,4,4,4,S1322,43.6686022914,-79.3782174627,314605.424,4836301.582
4175566,4285956,2017,2018,1968,TCHC,05,York South-Weston,121 HUMBER BLVD,14,215,2018-12-21,67,Evaluation needs to be conducted in 2 years,18,3,3,4,3,3,3,4,3,4,N/A,3,4,3,4,3,3,3,4,3,N/A,W0539,43.678425033,-79.481889322,,
4175567,4154093,2017,2018,1967,PRIVATE,14,Toronto-Danforth,205 COSBURN AVE,12,160,2018-12-21,76,Evaluation needs to be conducted in 2 years,19,5,4,5,4,3,4,3,4,4,3,4,3,4,3,4,5,3,3,4,N/A,S1422,43.690063344,-79.343932267,317365.564,4838691.356
4175568,4153196,,2018,1910,PRIVATE,11,University-Rosedale,2 VERMONT AVE,3,16,2018-12-21,60,Evaluation needs to be conducted in 1 year,16,3,3,5,3,2,4,N/A,3,N/A,N/A,3,3,4,3,2,2,3,2,3,N/A,S1125,43.672241558,-79.414621827,311668.929,4836703.171
4175569,4155653,2017,2018,1968,TCHC,05,York South-Weston,190 WOOLNER AVE,16,304,2018-12-21,68,Evaluation needs to be conducted in 2 years,18,3,3,4,4,4,2,3,3,3,N/A,4,4,4,4,3,3,3,4,3,N/A,W0539,43.6726977491,-79.4906805093,305535.861,4836749.508
4175570,4153066,2017,2018,1966,PRIVATE,04,Parkdale-High Park,55 TRILLER AVE,22,294,2018-12-21,82,Evaluation needs to be conducted in 2 years,19,4,4,4,4,4,4,4,5,5,4,4,4,5,4,4,4,4,4,3,N/A,S0435,43.6399998042,-79.4436738938,309328.926,4833118.38
4175571,4167767,2017,2018,1974,TCHC,05,York South-Weston,710 TRETHEWEY DR,19,165,2018-12-21,78,Evaluation needs to be conducted in 2 years,19,4,4,4,3,3,3,4,4,4,N/A,4,5,4,4,5,4,4,3,3,5,W0528,43.697803447,-79.499827299,304798.114,4839539.581
4175572,4303769,2018,2018,1968,PRIVATE,02,Etobicoke Centre,63 CALLOWHILL DR,10,112,2018-12-21,65,Evaluation needs to be conducted in 1 year,19,4,4,4,3,3,2,3,4,3,N/A,2,4,5,2,4,4,2,1,4,4,W0221,,,299662.554,4837921.687
4175573,4156583,2017,2018,1968,PRIVATE,02,Etobicoke Centre,60 CALLOWHILL DR,12,141,2018-12-21,68,Evaluation needs to be conducted in 2 years,19,4,4,4,1,4,4,4,3,4,4,2,4,5,2,4,4,2,2,4,N/A,W0221,43.682156045,-79.5643051616,299650.165,4837805.9
4175574,4155591,2017,2018,1968,TCHC,09,Davenport,61 PELHAM PARK GDNS,17,352,2018-12-21,55,Evaluation needs to be conducted in 1 year,20,3,3,3,2,3,3,3,3,3,3,2,3,2,3,3,3,3,3,2,2,S0926,43.66925972,-79.457795659,308187.607,4836369.289
4175575,4156298,2018,2018,1969,TCHC,10,Spadina-Fort York,170 VANAULEY WALK,6,40,2018-12-21,56,Evaluation needs to be conducted in 1 year,18,3,3,3,1,2,3,2,3,3,N/A,3,3,1,3,3,3,4,4,3,N/A,S1023,43.651687962,-79.400557945,312805.773,4834421
4175576,4154100,2017,2018,1927,PRIVATE,14,Toronto-Danforth,250 COSBURN AVE,6,40,2018-12-21,72,Evaluation needs to be conducted in 2 years,18,3,3,4,4,3,4,N/A,3,5,3,4,4,5,3,3,4,3,3,4,N/A,S1422,43.690921109,-79.342650483,317468.714,4838786.84
4175577,4155295,2017,2018,1927,PRIVATE,03,Etobicoke-Lakeshore,2651 BLOOR ST W,4,34,2018-12-21,66,Evaluation needs to be conducted in 2 years,17,4,4,4,3,3,3,N/A,3,N/A,3,3,3,5,3,3,3,4,2,3,N/A,W0327,43.649230274,-79.495336571,305160.274,4834143.367
4175578,4155296,2017,2018,1952,PRIVATE,03,Etobicoke-Lakeshore,2649 BLOOR ST W,4,48,2018-12-21,63,Evaluation needs to be conducted in 1 year,18,3,3,3,3,3,3,N/A,3,4,3,3,3,5,3,3,3,3,3,3,N/A,W0327,43.648996752,-79.494971996,305189.691,4834117.426
4175579,4153010,2017,2018,2010,SOCIAL HOUSING,04,Parkdale-High Park,194 DOWLING AVE,4,29,2018-12-21,76,Evaluation needs to be conducted in 2 years,16,3,4,4,4,4,5,N/A,3,4,N/A,3,3,4,4,4,4,N/A,4,N/A,4,S0436,43.6397760709,-79.4400112258,309624.458,4833093.725
4175580,4153107,2017,2018,1978,TCHC,09,Davenport,1884 DAVENPORT RD,9,186,2018-12-21,73,Evaluation needs to be conducted in 2 years,19,3,4,4,4,3,4,4,3,3,N/A,4,4,3,4,3,3,4,4,4,4,S0926,43.670812011,-79.453749486,308498.716,4836548.304
4175581,4154580,2017,2018,1962,TCHC,06,York Centre,12 KING HIGH AVE,3,31,2018-12-20,85,Evaluation needs to be conducted in 2 years,16,4,4,4,5,4,4,5,4,N/A,N/A,5,3,5,4,4,5,N/A,4,4,N/A,N0629,43.736219646,-79.443095826,309368.074,4843808.919
4175582,4155590,2017,2018,1959,TCHC,09,Davenport,1525 DUNDAS ST W,6,106,2018-12-20,71,Evaluation needs to be conducted in 2 years,19,4,4,4,3,3,3,3,4,4,3,4,4,3,4,3,4,3,4,3,N/A,S0936,43.6491637907,-79.4324188308,310236.184,4834137.085
4175583,4154212,2018,2018,1953,PRIVATE,07,Humber River-Black Creek,1740 WILSON AVE,3,10,2018-12-20,68,Evaluation needs to be conducted in 2 years,16,3,3,3,3,3,4,N/A,3,N/A,N/A,4,3,5,3,3,3,4,4,3,N/A,W0734,43.7199693084,-79.5144469829,303620.457,4842001.222
4175584,4155394,2017,2018,1969,PRIVATE,02,Etobicoke Centre,545 THE WEST MALL,16,312,2018-12-20,74,Evaluation needs to be conducted in 2 years,19,4,3,5,3,4,5,4,4,3,3,3,3,4,4,3,4,4,4,3,N/A,W0231,43.651935308,-79.568128213,299175.535,4834432.713
